GVKEY,fyear,prccd_var,num
1119,2015,0.260434697937613,252
1119,2016,0.22001264894833236,252
1119,2017,0.5703706701195227,251
1119,2018,0.8273286415617538,251
1119,2019,0.7693588076266339,252
1119,2020,2.052038587740757,253
1119,2021,1.354986016252448,252
1121,2014,141.82728126857697,252
1121,2015,87.55831858597381,252
1121,2016,8.432047531902265,252
1121,2017,12.161574794741007,251
1121,2018,8.513404589771119,251
1121,2019,14.374756934221821,252
1121,2020,27.770832957966938,253
1121,2021,4.741698133050519,252
1161,2014,0.3489248087017012,252
1161,2015,0.16471071389046996,252
1161,2016,6.593981725083798,252
1161,2017,1.8394780860557751,251
1161,2018,38.22349365099603,251
1161,2019,35.596804191171735,252
1161,2020,292.9154344814598,253
1161,2021,548.0614023568432,252
1166,2014,9.79691287850677,252
1166,2015,10.446943807910346,160
1177,2014,39.87918764307835,252
1177,2015,76.74467340281696,252
1177,2016,52.05841033327003,252
1177,2017,340.72088786295143,251
1177,2018,139.96024772356267,230
1186,2014,23.838198292544096,252
1186,2015,10.621521001707476,252
1186,2016,77.02754779453632,252
1186,2017,5.541143263745033,251
1186,2018,19.340180009561717,251
1186,2019,61.63440090431925,252
1186,2020,148.98915908463488,253
1186,2021,49.46455391608163,252
1209,2014,107.523586030481,252
1209,2015,56.88356237273096,252
1209,2016,79.67805206317541,252
1209,2017,65.15474049721041,251
1209,2018,26.520637431075624,251
1209,2019,560.7550394406479,252
1209,2020,1063.3146780977488,253
1209,2021,213.5849824116247,252
1210,2014,10.619094161996292,252
1210,2015,5.00814298919925,252
1210,2016,6.042201821523249,252
1210,2017,4.855889166020749,251
1210,2018,16.28848284042548,251
1210,2019,30.647783427499352,252
1210,2020,16.182620333662708,253
1210,2021,20.623555937489854,252
1230,2014,444.3687618604947,252
1230,2015,53.99452798804812,252
1230,2016,62.91243531904113,252
1230,2017,100.66051651314794,251
1230,2018,13.087324764940218,251
1230,2019,16.4511275975464,252
1230,2020,141.72009580274795,253
1230,2021,44.257258540441256,252
1234,2014,334.14404331246607,252
1234,2015,714.7790973767296,252
1234,2016,1487.868582571907,252
1234,2017,6183.619595458187,251
1234,2018,3185.8575817147644,251
1234,2019,3565.207866405815,252
1234,2020,1117.6944995608205,253
1234,2021,2458.1330137102505,252
1254,2014,10.919751255296253,252
1254,2015,17.658237277872598,252
1254,2016,7.385993212862848,252
1254,2017,9.404853166533913,251
1254,2018,13.479316691633509,251
1254,2019,4.817639929172206,252
1254,2020,105.38951716230619,253
1254,2021,84.52963733636867,252
1257,2014,873.5759214364775,252
1257,2015,1000.4753827404679,252
1257,2016,668.7460532141279,252
1257,2017,129.3080386900384,251
1257,2018,804.8916507920387,251
1257,2019,570.458600904317,252
1257,2020,932.4890363510928,253
1257,2021,108.0152910073988,252
1263,2021,0.7545036836734678,50
1266,2014,7.391303305429121,252
1266,2015,16.175510997280686,252
1266,2016,5.645699871940805,252
1266,2017,6.825938984629489,251
1266,2018,5.7448772940239134,251
1266,2019,6.553605438563219,252
1266,2020,7.015188346194875,253
1266,2021,7.701144444444417,252
1274,2014,578.3089729399852,252
1274,2015,229.08430066875235,252
1274,2016,1395.8849669180386,252
1274,2017,694.362647576089,251
1274,2018,511.13866266454147,251
1274,2019,4278.832825970733,252
1274,2020,10611.468203478873,253
1274,2021,1082.7104946863342,252
1300,2014,8.30713333807636,252
1300,2015,8.438728280528686,252
1300,2016,30.834407036931708,252
1300,2017,105.4623699952192,251
1300,2018,62.868656659761214,251
1300,2019,131.65975815310154,252
1300,2020,590.0949033847791,253
1300,2021,96.54273226459247,252
1327,2014,147.50512680040148,252
1327,2015,103.43679027184932,252
1327,2016,35.637144050780776,252
1327,2017,56.68762960000014,251
1327,2018,131.3298936820719,251
1327,2019,142.4164375494056,252
1327,2020,442.59351537659256,253
1327,2021,152.69654647441916,252
1356,2014,4.244327697147921,252
1356,2015,6.103154183266944,252
1356,2016,28.15707230804282,210
1380,2014,84.31445406943654,252
1380,2015,67.02684137576736,252
1380,2016,46.73396560266872,252
1380,2017,24.60509801752988,251
1380,2018,64.4661049306771,251
1380,2019,25.378546101309084,252
1380,2020,86.69374114750008,253
1380,2021,86.14848785651058,252
1393,2014,476.0261717131469,252
1393,2015,1594.3859859988584,252
1393,2016,374.46687386129923,252
1393,2017,135.94323531155334,251
1393,2018,261.12064129482025,251
1393,2019,281.1411825633985,252
1393,2020,2435.2975838289785,253
1393,2021,6213.340625748971,252
1408,2014,22.38618026196931,82
1410,2014,1.0814962799595282,252
1410,2015,3.1548163204325617,252
1410,2016,19.00017888288119,252
1410,2017,2.828697450199199,251
1410,2018,8.583702058964159,251
1410,2019,4.567040768671325,252
1410,2020,18.732999563962576,253
1410,2021,15.257576999936772,252
1414,2014,10.270886694491818,252
1414,2015,11.569087122936812,252
1414,2016,74.80600202365132,252
1414,2017,81.41866501992043,251
1414,2018,88.87978279840658,251
1414,2019,60.477712521343186,252
1414,2020,216.45329763473265,253
1414,2021,77.12248133023449,252
1417,2014,0.09867999565721518,252
1417,2015,0.23496438457392935,252
1417,2016,0.35672140831388766,252
1417,2017,0.24811425746071078,251
1417,2018,0.469589904001594,251
1417,2019,0.903354266596314,252
1417,2020,1.0390281813184683,253
1417,2021,0.2885772945412013,252
1439,2014,22.381949358423494,252
1439,2015,20.070463787706394,252
1439,2016,22.122488830392925,252
1439,2017,5.439344482071721,251
1439,2018,58.44395610438256,251
1439,2019,9.629782297792937,252
1439,2020,56.3125575914425,253
1439,2021,12.713426337507093,252
1440,2014,12.095953081325623,252
1440,2015,6.171371180357925,252
1440,2016,9.833121385884995,252
1440,2017,16.289027824701257,251
1440,2018,14.047994718724976,251
1440,2019,30.802110002845673,252
1440,2020,54.487545903130844,253
1440,2021,11.4124918326694,252
1447,2014,9.842084746727382,252
1447,2015,20.778512306330285,252
1447,2016,27.206337848605486,252
1447,2017,50.98832105816733,251
1447,2018,25.978894052589464,251
1447,2019,61.0503505391131,252
1447,2020,239.05443690005603,253
1447,2021,286.1481539492826,252
1449,2014,4.7867429504205905,252
1449,2015,5.684747086258132,252
1449,2016,28.087712823310074,252
1449,2017,33.28910540557807,251
1449,2018,314.32845079840655,251
1449,2019,7.012029524758095,252
1449,2020,40.04707702804445,253
1449,2021,13.148712236767254,252
1487,2014,5.785596711566452,252
1487,2015,14.240787382217125,252
1487,2016,17.09323458388677,252
1487,2017,4.4184410071713245,251
1487,2018,40.36785528605605,251
1487,2019,26.45568679567459,252
1487,2020,76.06760035761341,253
1487,2021,32.53004147694939,252
1526,2014,7.299018192310171,252
1526,2015,10.281107612407492,252
1526,2016,75.76782172105261,252
1526,2017,11.491812200796856,251
1526,2018,21.682069985657098,251
1526,2019,97.06212390280122,252
1526,2020,216.2525880905331,253
1526,2021,1480.2382508568878,252
1533,2014,7.946287339971545,38
1545,2014,2.694068599783096,252
1545,2015,0.6447330635401248,252
1545,2016,1.0574638848067996,252
1545,2017,2.841825379621993,251
1545,2018,4.669754408905813,251
1545,2019,2.426392433779165,252
1545,2020,6.247069934645851,253
1545,2021,2.6036301425852186,252
1554,2014,62.822109659773496,252
1554,2015,29.175257160247924,252
1554,2016,22.475096270181343,174
1559,2014,0.1074455664862775,252
1559,2015,0.13197416154809247,252
1559,2016,0.28473588906263775,252
1559,2017,0.4257448491072531,251
1559,2018,0.10251976854916346,251
1559,2019,0.04037391290267509,252
1559,2020,0.1049072694921262,253
1559,2021,0.06531814635173604,252
1562,2014,0.2899341155220382,252
1562,2015,0.35109267058749205,252
1562,2016,0.6696762600392088,252
1562,2017,0.7160082709163343,251
1562,2018,3.4493580247011892,251
1562,2019,3.0021279402232324,252
1562,2020,2.9262366577263337,253
1562,2021,10.118208456254319,252
1585,2014,22.926792689559203,252
1585,2015,1.9200514260418586,252
1585,2016,4.551440403465502,252
1585,2017,4.518615617529845,251
1585,2018,5.740456235856558,251
1585,2019,3.1301451843420045,252
1585,2020,3.2897896417592074,253
1585,2021,4.055422517865055,252
1598,2014,2.33333429456775,252
1598,2015,3.723989114968693,252
1598,2016,2.9652795421488634,252
1598,2017,42.754425504382475,251
1598,2018,10.707165453386402,251
1598,2019,58.520406146841715,252
1598,2020,187.5916701298709,253
1598,2021,57.886075867956706,252
1602,2014,299.06552712275794,252
1602,2015,48.064281832985635,252
1602,2016,102.48550877284521,252
1602,2017,88.10925913944153,251
1602,2018,107.79611541354565,251
1602,2019,359.14424594321156,252
1602,2020,228.7650913419918,253
1602,2021,255.2869264655648,252
1611,2014,0.00283268521770063,252
1611,2015,7.649631189527607e-05,252
1611,2016,0.00031001378912919747,252
1611,2017,0.0010799831155378487,251
1611,2018,7.912781257344301e-05,185
1611,2019,0.0,2
1613,2014,2.3100992348068057,252
1613,2015,7.998951217612714,252
1613,2016,6.893299886169613,252
1613,2017,2.0671082071713145,251
1613,2018,9.803324812749,251
1613,2019,0.15184913526892388,252
1613,2020,0.7181811724907466,253
1613,2021,1.2944807484348317,252
1618,2014,1.6027970844216797,252
1618,2015,0.20668168417188465,252
1618,2016,2.1309854560854986,252
1618,2017,0.14037882464860613,251
1618,2018,0.1927758401498001,251
1618,2019,0.14624246127916854,252
1618,2020,1.07720688222034,253
1618,2021,7.570510364181832,252
1632,2014,7.57020149362868,252
1632,2015,16.458742999430843,252
1632,2016,39.252008026129566,252
1632,2017,24.628078209561497,251
1632,2018,26.309678743426186,251
1632,2019,61.6185678033897,252
1632,2020,176.39787485569963,253
1632,2021,107.74086344621468,252
1633,2014,74.98737877853704,252
1633,2015,10.299465011383047,252
1633,2016,32.62018382976042,252
1633,2017,28.8466494223109,251
1633,2018,19.723276610644255,120
1635,2014,0.0003700604838709668,32
1659,2014,102.48408605620344,252
1659,2015,24.7047901663188,252
1659,2016,20.70221686428885,252
1659,2017,8.10258645418326,251
1659,2018,7.688377427888444,251
1659,2019,27.59362721613541,252
1659,2020,15.48104835623312,253
1659,2021,13.79050375640298,252
1661,2014,26.12512917694305,252
1661,2015,4.823307043255555,252
1661,2016,7.30531949661672,252
1661,2017,13.863088152988054,251
1661,2018,2.1938352701195205,251
1661,2019,0.459556061468412,252
1661,2020,443.2040085605434,253
1661,2021,279.0927802109021,252
1678,2014,136.96279000031618,252
1678,2015,88.14561183836042,252
1678,2016,72.45781959621809,252
1678,2017,41.01719244621536,251
1678,2018,26.328196780876503,251
1678,2019,24.14601204546889,252
1678,2020,50.1684691974089,253
1678,2021,14.180022816669805,252
1682,2014,0.34518077379371587,252
1682,2015,0.029176608187134728,19
1686,2014,22.6350412777463,252
1686,2015,23.39543129821984,252
1686,2016,14.722808661781436,252
1686,2017,22.888556128286915,251
1686,2018,26.996599528286882,251
1686,2019,7.501810529311307,252
1686,2020,26.630438611267937,253
1686,2021,12.075533592613722,252
1690,2014,50589.67021904646,252
1690,2015,59.03536263003544,252
1690,2016,58.38095797603247,252
1690,2017,213.77982978087587,251
1690,2018,424.107085813544,251
1690,2019,1192.9404348838746,252
1690,2020,12939.895104434894,253
1690,2021,214.90438500126433,252
1704,2014,4.459971764924431,252
1704,2015,9.585299918974867,252
1704,2016,25.869563221716295,252
1704,2017,48.46488829641433,251
1704,2018,75.52404677290795,251
1704,2019,54.44870281216377,252
1704,2020,113.64277886551847,253
1704,2021,228.36785296275207,252
1706,2014,5.124428229937385,252
1706,2015,3.1389613482577428,252
1706,2016,3.525128949282238,252
1706,2017,1.677250438247031,251
1706,2018,6.038921928286851,251
1706,2019,2.489336937962439,252
1706,2020,8.01711264194742,253
1706,2021,5.513554447290214,252
1712,2014,1.1041669069752726,252
1712,2015,1.2625552061594907,252
1712,2016,1.2341882122304417,252
1712,2017,0.7795195219123524,251
1712,2018,4.325435107569724,251
1712,2019,0.45033784228166723,252
1712,2020,0.4684900370161241,253
1712,2021,0.26390034149117875,252
1722,2014,16.283798449060864,252
1722,2015,22.1055176563588,252
1722,2016,16.864434351483045,252
1722,2017,3.452687180876483,251
1722,2018,9.612153128286822,251
1722,2019,4.160719287927644,252
1722,2020,29.29544075537996,253
1722,2021,20.28957726554095,252
1728,2014,0.08805587121212204,33
1743,2014,17.527608513169568,252
1743,2015,39.23850758355469,252
1743,2016,17.443641505406955,252
1743,2017,28.698001673306827,251
1743,2018,36.761075822310765,251
1743,2019,14.569338022513126,252
1743,2020,56.09517453494586,253
1743,2021,368.83961404026763,252
1773,2014,10.943209138051008,252
1773,2015,8.771091918042147,252
1773,2016,30.774052973819085,252
1773,2017,13.392327939442188,251
1773,2018,18.303417580876406,251
1773,2019,34.59580994593041,252
1773,2020,155.10883036890687,253
1773,2021,61.75673824543102,252
1783,2014,0.17037344730964976,252
1783,2015,0.6646801011452569,252
1783,2016,0.014014061974799224,252
1783,2017,0.2506298560283669,251
1783,2018,0.06882290656669328,251
1783,2019,0.016508523564630465,252
1783,2020,0.0766622895162809,253
1783,2021,0.06578653232957063,252
1794,2014,47.10308264086533,252
1794,2015,88.10674182634588,252
1794,2016,61.92498993865783,252
1794,2017,689.2367141577678,251
1794,2018,30.767896376095575,251
1794,2019,5.577371445962188,252
1794,2020,83.40076792458768,253
1794,2021,44.346677346170665,252
1820,2014,0.5930231323371592,252
1820,2015,0.2920889548604031,252
1820,2016,0.6911725146656245,252
1820,2017,0.5409732652551388,251
1820,2018,7.325848142007986,251
1820,2019,17.7845018250996,252
1820,2020,5.301674425797102,253
1820,2021,4.468588626971938,252
1823,2014,38.24533790830318,252
1823,2015,190.7386956112063,252
1823,2016,16.07871042338584,252
1823,2017,17.620317118725104,251
1823,2018,23.293743040637448,251
1823,2019,21.37626029058368,252
1823,2020,42.41481925465835,253
1823,2021,5.7681857996584895,252
1837,2014,7.421561348257798,252
1837,2015,37.97252997375582,252
1837,2016,0.6411367483871089,125
1860,2014,42.435606644848924,252
1860,2015,50.498666476949325,252
1860,2016,4.52014058053501,252
1860,2017,3.695023287521812,192
1864,2014,281.46236848637204,252
1864,2015,25.34774950989687,252
1864,2016,262.9592054433064,252
1864,2017,35.78245661832659,251
1864,2018,27.7773996589643,251
1864,2019,38.95470130272577,252
1864,2020,120.87679977413896,253
1864,2021,65.29194426579397,252
1878,2014,14.562004683693816,252
1878,2015,28.666649615427175,252
1878,2016,79.93627446246738,252
1878,2017,204.3654035920325,251
1878,2018,134.82447061035822,251
1878,2019,176.0775827104281,252
1878,2020,1504.7503935755096,253
1878,2021,389.93771511414616,252
1891,2014,12.767929788781231,252
1891,2015,9.887614883323907,252
1891,2016,25.744099075127995,252
1891,2017,36.09067388924328,251
1891,2018,148.10833592350662,251
1891,2019,101.43764422152677,252
1891,2020,282.2968555994723,253
1891,2021,434.0206335337239,252
1906,2014,2.849090210586197,252
1906,2015,1.162053884462153,252
1906,2016,5.621459533295404,252
1906,2017,1.417998824701194,251
1906,2018,3.6921733389028146,190
1913,2014,4.7643447479921885,252
1913,2015,21.30884819294252,252
1913,2016,27.421262037564013,252
1913,2017,148.00445432350637,251
1913,2018,78.44664692270858,251
1913,2019,105.36702665370261,252
1913,2020,255.32969363197196,253
1913,2021,405.38681518212894,252
1919,2014,2.9342820717131457,252
1919,2015,3.279139940239055,252
1919,2016,6.161276018149588,252
1919,2017,12.317530552987966,251
1919,2018,8.354466409561752,251
1919,2019,4.511618394280044,252
1919,2020,21.428621668548832,253
1919,2021,5.399056141703014,252
1920,2014,4.101477384114327,252
1920,2015,3.964910964080193,252
1920,2016,1.0638305492316438,252
1920,2017,1.3577457912350626,251
1920,2018,0.17781727490039775,251
1920,2019,0.867998975526464,252
1920,2020,0.0012500000000000356,2
1926,2014,3.1297870786694397,252
1926,2015,22.224123366849955,252
1926,2016,30.1297030591918,252
1926,2017,26.804629960159296,251
1926,2018,19.36843326852588,251
1926,2019,8.427948997660145,252
1926,2020,39.8808969634231,253
1926,2021,4.1894304859925295,252
1932,2014,43.07261686428924,252
1932,2015,15.785115310187726,252
1932,2016,55.933603484474865,252
1932,2017,302.7811674007976,251
1932,2018,89.93939180239067,251
1932,2019,6.337399675899575,252
1932,2020,13.51824678461635,253
1932,2021,2.541911547460926,252
1949,2014,0.014884513695061042,252
1949,2015,0.03838886504837732,252
1949,2016,0.5141182539269893,252
1949,2017,1.471742399361587,251
1949,2018,0.7932295306772904,251
1949,2019,2.566101402327214,252
1949,2020,7.4819907961603445,253
1949,2021,3.0828078542971005,252
1951,2014,0.11420140416413706,252
1951,2015,0.2130336437922912,252
1951,2016,0.004250451222222225,10
1968,2014,6.411114328400673,252
1968,2015,6.090147182697761,252
1968,2016,251.21349698349434,252
1968,2017,19.52272183266924,251
1968,2018,14.289554776095656,251
1968,2019,13.674248395307686,252
1968,2020,96.95196650981869,253
1968,2021,27.02346619079256,252
1976,2014,48.19571418453158,252
1976,2015,37.46532690033527,252
1976,2016,50.23378734427371,252
1976,2017,7.489013593650799,126
1979,2014,25.172541256861404,252
1979,2015,16.94939757596605,252
1979,2016,67.67465742585186,252
1979,2017,12.191825087649478,251
1979,2018,130.14162337928298,251
1979,2019,47.31413574590508,252
1979,2020,49.85003447518679,253
1979,2021,249.82795576266244,252
1982,2014,1.1223151725688574,504
1982,2015,0.32617587775947393,504
1982,2016,1.0144024816121862,504
1982,2017,0.6420150805359802,502
1982,2018,2.2693906318957304,502
1982,2019,3.2361163841547254,504
1982,2020,2.0255648923059093,506
1982,2021,12.99009424559685,205
1988,2014,28.87299187377471,252
1988,2015,9.729242888762393,252
1988,2016,20.44275325839513,252
1988,2017,275.9503139792824,251
1988,2018,14.842620050996079,251
1988,2019,72.66444695345585,252
1988,2020,115.8930620804313,253
1988,2021,21.41533376335931,252
2002,2014,4.191198132470122,252
2002,2015,4.928079492743306,252
2002,2016,36.63977253683682,252
2002,2017,12.225282511553717,251
2002,2018,21.760678339442194,251
2002,2019,4.952550497612727,252
2002,2020,75.91885284992786,253
2002,2021,48.54577828527208,252
2005,2014,2.4669534180737465,252
2005,2015,12.076581616391644,252
2005,2016,58.955257496996076,252
2005,2017,8.947440267729071,251
2005,2018,19.600909666932086,251
2005,2019,24.624530538164578,252
2005,2020,171.27823044419378,253
2005,2021,18.460319920318554,252
2019,2014,8.4878856178461,252
2019,2015,4.4296410342756385,252
2019,2016,14.115830106557896,252
2019,2017,9.420988114741107,251
2019,2018,11.40438158087649,251
2019,2019,12.28599908935684,252
2019,2020,20.664996734425,253
2019,2021,27.048672408777563,252
2025,2014,4.585271919619252,62
2044,2014,112.14887366565308,252
2044,2015,102.2741653702645,252
2044,2016,238.234927962752,252
2044,2017,1367.2556479823309,250
2049,2014,5.416200392082446,252
2049,2015,3.5622968870549507,252
2049,2016,24.032826565167916,252
2049,2017,52.871888717131576,251
2049,2018,20.84849435537847,251
2049,2019,21.413963047808796,252
2049,2020,95.5893045987828,253
2049,2021,16.23960089009027,252
2052,2014,0.0776155198305196,252
2052,2015,0.1081706231118383,252
2052,2016,0.011500306076487707,252
2052,2017,0.03301041664223106,251
2052,2018,0.05392221090836649,251
2052,2019,0.13426773691314076,252
2052,2020,0.056786670884936344,253
2052,2021,0.2676738238517362,252
2055,2014,8.203389938658074,252
2055,2015,5.935729354012525,252
2055,2016,12.84765930563461,252
2055,2017,2.903155859760923,251
2055,2018,1.5470901227091651,251
2055,2019,5.486201852905835,252
2055,2020,15.490982514586856,253
2055,2021,3.5084744877632423,252
2061,2014,0.31608849492814717,169
2073,2014,38.5958306399833,245
2080,2014,3.614395830566618,252
2080,2015,14.54430408366533,252
2080,2016,7.734938602336708,252
2080,2017,23.491673784860634,251
2080,2018,28.277402528286782,251
2080,2019,5.823787521343215,252
2080,2020,20.233973706788408,253
2080,2021,23.65242244197813,252
2086,2014,7.194665768671329,252
2086,2015,262.38380726459155,252
2086,2016,14.332200392082415,252
2086,2017,37.02990549163364,251
2086,2018,16.694776717131475,251
2086,2019,32.589565737052006,252
2086,2020,23.43073127548781,253
2086,2021,10.785099500410997,252
2101,2014,2.764102118510098,252
2101,2015,2.965792386011498,252
2101,2016,39.87997038354539,252
2101,2017,7.75942677290841,251
2101,2018,30.47222215776896,251
2101,2019,13.528919197811883,252
2101,2020,94.6076364828409,253
2101,2021,54.88600448997657,252
2111,2014,67.93276082179194,252
2111,2015,28.84636829823574,252
2111,2016,143.05820807563313,252
2111,2017,222.43004166693396,251
2111,2018,186.65210247968048,251
2111,2019,119.15934649971678,252
2111,2020,286.03828540686385,253
2111,2021,45.808147794536175,252
2124,2014,6.992426608592679,504
2124,2015,5.840030979956296,504
2124,2016,24.063571594191703,504
2124,2017,10.941803915219811,502
2124,2018,9.039509396766022,502
2124,2019,18.206283069793592,504
2124,2020,9.592129796918877,506
2124,2021,4.5103366200592925,504
2136,2014,1.96053054290774,252
2136,2015,3.360250939100765,252
2136,2016,6.837503147726555,252
2136,2017,6.333442884462144,251
2136,2018,13.068766913147378,251
2136,2019,3.7814078290014232,252
2136,2020,5.490298578957259,253
2136,2021,4.993100170745603,252
2137,2014,2.2071121166129113,252
2137,2015,3.829439137102348,252
2137,2016,6.76838161639157,252
2137,2017,2.400771917131475,251
2137,2018,3.7940830055776553,251
2137,2019,4.155637791690396,252
2137,2020,7.552904363510905,253
2137,2021,8.783684038449396,252
2154,2014,2.552591633466148,252
2154,2015,3.807958167330665,252
2154,2016,4.694085997280715,252
2154,2017,5.4665833912350275,251
2154,2018,6.349474304382497,251
2154,2019,14.80741318598832,110
2176,2014,9710380035.689425,504
2176,2015,11134016893.068352,504
2176,2016,11786891977.806051,504
2176,2017,17391274117.765167,502
2176,2018,23499697744.753975,502
2176,2019,24469679852.650593,504
2176,2020,24103618609.74656,506
2176,2021,42619801904.7161,504
2184,2014,20.65935827483718,252
2184,2015,8.494997109972903,252
2184,2016,30.369028584076435,252
2184,2017,41.75186567011968,251
2184,2018,40.777445819920075,251
2184,2019,52.9095425852148,252
2184,2020,324.33047764916154,253
2184,2021,56.45383490166322,252
2220,2014,30.456999109036353,504
2220,2015,91.53684509045962,504
2220,2016,231.67364929148033,504
2220,2017,447.1962117280861,502
2220,2018,655.6823327376931,502
2220,2019,1237.213148827793,504
2220,2020,6199.536650088736,506
2220,2021,6219.928012837588,504
2222,2014,2.6842813630306513e-06,103
2259,2014,9.359603014924462,252
2259,2015,17.320650142287896,252
2259,2016,17.121763730791116,252
2259,2017,16.885051550597566,251
2259,2018,16.540625752988124,251
2259,2019,18.82998697906786,252
2259,2020,84.43444330572855,253
2259,2021,10.946925207108034,252
2269,2014,3.565233850313033,252
2269,2015,4.343136841522795,252
2269,2016,16.905449509896936,252
2269,2017,8.991396538645429,251
2269,2018,2.000494250199204,251
2269,2019,2.9263944649971574,252
2269,2020,9.837172510822517,253
2269,2021,6.942555353190396,252
2270,2014,56.31471934958596,252
2270,2015,24.00103084803631,252
2270,2016,1.9927723961297648,252
2270,2017,4.808333192031862,251
2270,2018,1.5467813386454181,251
2270,2019,9.226922000885335,252
2270,2020,4.581597205139482,158
2270,2021,22.746850696136434,170
2271,2014,3.376186182255109,252
2271,2015,14.243682455890697,252
2271,2016,0.06922528533801565,68
2282,2014,6.031541289698334,252
2282,2015,26.113429524757983,252
2282,2016,22.276286860494544,252
2282,2017,68.43032232350632,251
2282,2018,0.05468392857142542,8
2285,2014,25.259433862960858,252
2285,2015,50.364358924619026,252
2285,2016,97.89294831467768,252
2285,2017,1719.4543160637475,251
2285,2018,301.66308516334385,251
2285,2019,595.5859678033858,252
2285,2020,4139.375522708449,253
2285,2021,291.5246527967497,252
2295,2014,4.177225801923003,223
2312,2014,30.292463876241076,252
2312,2015,17.570318965408262,252
2312,2016,12.389102877379385,252
2312,2017,10.55141005258958,251
2312,2018,48.15719703904366,251
2312,2019,19.385912913425564,252
2312,2020,54.015738581466834,253
2312,2021,229.1088723518623,252
2337,2014,2.1849532473281563,252
2337,2015,14.747306715993153,252
2337,2016,0.602480836969583,252
2337,2017,3.0174698804780893,251
2337,2018,3.5042155792828678,252
2337,2019,3.009065431923102,252
2337,2020,2.293775130183825,253
2337,2021,4.858550981787132,252
2342,2014,0.19605418971099742,252
2342,2015,0.14403516826961973,252
2342,2016,0.1646108914948156,252
2342,2017,0.11712079568988086,251
2342,2018,0.1630741876251803,251
2342,2019,0.2905384482014803,252
2342,2020,4.688789187975712,253
2342,2021,0.6462206591509513,156
2352,2014,5.4009661354581695,252
2352,2015,5.563045018339339,252
2352,2016,24.09021260987804,252
2352,2017,4.7852521912350285,251
2352,2018,4.697508898804816,251
2352,2019,17.420903579333395,252
2352,2020,25.30187681159429,253
2352,2021,6.746264331562625,252
2369,2014,14.219614741035883,252
2369,2015,95.59655444729052,252
2369,2016,4.135823491747308,252
2369,2017,7.001864984860558,251
2369,2018,3.136482798406419,251
2369,2019,23.973790025611944,252
2369,2020,125.37701738503044,253
2369,2021,46.65659469265812,252
2390,2014,0.9042600401701179,252
2390,2015,0.7843781157824222,252
2390,2016,3.0100547118699796,252
2390,2017,0.844339206839201,251
2390,2018,4.050098671439365,251
2390,2019,19.62263983984616,252
2390,2020,7.0653612466591404,253
2390,2021,4.66707417856891,252
